,date,cof_cost,bn_cost,pk_cost,cof_vol,bn_vol,pk_vol
1099,2018- 05- 22,123.15,1030.5,73.12,10470.0,106180.0,12070.0
1100,2018- 05- 21,122.45,1025.25,74.0,8460.0,147490.0,15510.0
1101,2018- 05- 18,118.0,998.5,74.7,15760.0,122150.0,18700.0
1102,2018- 05- 17,117.9,995.0,76.47,18990.0,92150.0,24860.0
1103,2018- 05- 16,117.3,999.75,75.9,14520.0,100890.0,19180.0
1104,2018- 05- 15,116.95,1018.75,74.72,21460.0,115400.0,22610.0
1105,2018- 05- 14,117.6,1013.0,65.25,20210.0,80.0,290.0
1106,2018- 05- 11,119.4,994.75,65.3,15620.0,100.0,690.0
1107,2018- 05- 10,119.55,1013.25,65.47,21570.0,390.0,420.0
1108,2018- 05- 09,118.75,1007.25,65.92,21450.0,710.0,500.0
1109,2018- 05- 08,119.6,1011.25,66.2,22170.0,780.0,390.0
1110,2018- 05- 07,120.75,1002.25,66.08,28210.0,1660.0,640.0
1111,2018- 05- 04,122.6,1027.25,67.08,22880.0,1310.0,730.0
1112,2018- 05- 03,124.35,1043.25,67.08,27340.0,3160.0,520.0
1113,2018- 05- 02,123.75,1032.75,66.9,35350.0,5490.0,370.0
1114,2018- 05- 01,124.8,1042.5,67.45,30110.0,6790.0,360.0
1115,2018- 04- 30,122.8,1037.75,66.3,22780.0,10340.0,250.0
1116,2018- 04- 27,122.4,1045.0,66.1,26950.0,64970.0,430.0
1117,2018- 04- 26,119.65,1028.0,67.33,15970.0,79920.0,280.0
1118,2018- 04- 25,118.8,1027.5,68.55,24640.0,68710.0,400.0
1119,2018- 04- 24,120.45,1022.25,67.45,27890.0,90060.0,610.0
1120,2018- 04- 23,118.95,1020.75,68.0,22580.0,72700.0,470.0
1121,2018- 04- 20,117.7,1028.75,69.95,15520.0,74210.0,340.0
1122,2018- 04- 19,116.25,1037.25,70.15,31450.0,95800.0,320.0
1123,2018- 04- 18,117.15,1041.75,69.85,36850.0,94270.0,700.0
1124,2018- 04- 17,115.85,1046.0,67.9,37300.0,81330.0,270.0
1125,2018- 04- 16,116.55,1042.0,68.17,41830.0,101600.0,430.0
1126,2018- 04- 13,119.5,1054.25,69.7,46250.0,118740.0,400.0
1127,2018- 04- 12,120.0,1060.75,54.3,28110.0,186950.0,3550.0
1128,2018- 04- 11,120.25,1047.75,53.3,41900.0,121590.0,3710.0
1129,2018- 04- 10,119.55,1050.0,53.5,32330.0,171440.0,4880.0
1130,2018- 04- 09,120.55,1047.0,52.9,33870.0,171850.0,4890.0
1131,2018- 04- 06,119.4,1033.75,52.12,27310.0,164390.0,4780.0
1132,2018- 04- 05,119.55,1031.25,52.45,22290.0,219540.0,6310.0
1133,2018- 04- 04,118.9,1015.25,53.08,29260.0,352460.0,9420.0
1134,2018- 04- 03,118.65,1038.0,51.67,12950.0,135400.0,10890.0
1135,2018- 04- 02,118.5,1035.5,54.27,8210.0,108570.0,5750.0
1136,2018- 03- 29,120.2,1044.75,57.25,6550.0,177840.0,7260.0
1137,2018- 03- 28,119.8,1018.0,56.92,4330.0,104490.0,10020.0
1138,2018- 03- 27,121.0,1019.5,57.75,8420.0,98040.0,6610.0
1139,2018- 03- 26,120.2,1025.5,58.02,12280.0,100550.0,7210.0
1140,2018- 03- 23,119.4,1028.25,58.42,11380.0,164880.0,12980.0
1141,2018- 03- 22,121.2,1029.75,61.33,4310.0,99280.0,11430.0
1142,2018- 03- 21,121.0,1029.75,62.58,7370.0,101950.0,12930.0
1143,2018- 03- 20,121.05,1028.25,63.25,3530.0,78890.0,11850.0
1144,2018- 03- 19,119.35,1022.5,63.15,18830.0,131020.00000000001,19580.0
1145,2018- 03- 16,118.05,1049.5,65.45,23490.0,78280.0,20870.0
1146,2018- 03- 15,118.75,1040.75,65.72,32240.000000000004,123210.0,21770.0
1147,2018- 03- 14,121.05,1028.5,66.88,15570.0,90.0,20600.0
1148,2018- 03- 13,121.55,1040.5,67.72,25880.0,250.0,30590.0
1149,2018- 03- 12,119.45,1033.25,67.67,16850.0,1590.0,25260.0
1150,2018- 03- 09,120.15,1029.25,67.85,17830.0,390.0,28950.0
1151,2018- 03- 08,120.3,1053.75,68.08,19060.0,490.0,32940.0
1152,2018- 03- 07,120.75,1055.0,67.8,20510.0,2360.0,34020.0
1153,2018- 03- 06,121.25,1064.5,68.2,19200.0,2840.0,20920.0
1154,2018- 03- 05,121.1,1066.75,68.8,20040.0,3050.0,17960.0
1155,2018- 03- 02,122.2,1060.75,67.58,19890.0,5530.0,21360.0
1156,2018- 03- 01,123.95,1057.5,66.97,29210.0,7730.0,20880.0
1157,2018- 02- 28,122.0,1045.0,67.22,19520.0,14920.0,38960.0
1158,2018- 02- 27,121.1,1038.0,69.95,14790.0,78530.0,20370.0
1159,2018- 02- 26,121.9,1034.25,69.95,18980.0,136490.0,21410.0
1160,2018- 02- 23,121.0,1036.25,71.38,17860.0,147370.0,14090.0
1161,2018- 02- 22,120.9,1032.0,71.28,24550.0,108210.0,21240.0
1162,2018- 02- 21,118.9,1034.25,69.9,22810.0,133020.0,17820.0
1163,2018- 02- 20,119.7,1026.5,69.2,25000.0,193970.0,24560.0
1164,2018- 02- 16,120.45,1021.5,68.15,45590.0,146730.0,22440.0
1165,2018- 02- 15,124.15,1024.25,69.72,31390.0,158340.0,18860.0
1166,2018- 02- 14,125.1,1017.25,73.5,25570.0,154450.0,2029.9999999999998
1167,2018- 02- 13,125.05,1011.75,73.35,32850.0,177150.0,1830.0
1168,2018- 02- 12,123.5,1001.75,73.08,48220.0,215180.0,2430.0
1169,2018- 02- 09,123.8,983.0,73.17,30680.0,164570.0,3370.0
1170,2018- 02- 08,124.9,987.75,73.4,30030.0,230200.0,4240.0
1171,2018- 02- 07,125.45,983.0,73.85,33730.0,167290.0,5340.0
1172,2018- 02- 06,125.05,986.25,74.75,25470.0,179230.0,9200.0
1173,2018- 02- 05,122.1,969.75,75.83,23520.0,128430.0,4250.0
1174,2018- 02- 02,122.75,978.75,75.2,14380.0,100310.0,5220.0
1175,2018- 02- 01,123.75,985.0,74.83,13640.0,159220.0,5970.0
1176,2018- 01- 31,124.2,995.75,73.22,7480.0,165830.0,6080.0
1177,2018- 01- 30,124.65,1000.25,72.45,16920.0,169080.0,7580.0
1178,2018- 01- 29,127.2,991.5,72.4,16059.999999999998,143400.0,4680.0
1179,2018- 01- 26,127.5,985.5,72.28,12290.0,110340.0,5060.0
1180,2018- 01- 25,126.05,992.25,72.47,9540.0,154150.0,8140.000000000001
1181,2018- 01- 24,124.9,992.25,72.92,7560.0,139170.0,8610.0
1182,2018- 01- 23,123.4,986.25,72.25,5480.0,107960.0,11660.0
1183,2018- 01- 22,125.0,984.25,71.8,4420.0,124260.0,7470.0
1184,2018- 01- 19,123.7,977.25,72.08,4360.0,105770.0,13060.0
1185,2018- 01- 18,123.55,973.0,73.05,4350.0,74570.0,15640.0
1186,2018- 01- 17,125.55,968.75,72.72,10300.0,91700.0,15180.0
1187,2018- 01- 16,122.95,968.0,73.9,15220.0,97800.0,20010.0
1188,2018- 01- 12,124.7,944.0,71.58,8000.0,170.0,23460.0
1189,2018- 01- 11,125.25,940.5,70.97,9240.0,200.0,30250.0
1190,2018- 01- 10,126.35,947.0,72.53,5860.0,570.0,33380.0
1191,2018- 01- 09,127.55,955.75,73.17,8050.000000000001,580.0,27390.0
1192,2018- 01- 08,127.5,958.25,72.97,10490.0,990.0,30820.0
1193,2018- 01- 05,130.75,961.5,71.42,8400.0,1280.0,13320.0
1194,2018- 01- 04,131.9,959.25,71.38,3290.0,2130.0,16430.0
1195,2018- 01- 03,130.95,959.75,71.05,11450.0,2580.0,18300.0
1196,2018- 01- 02,132.4,955.0,70.72,8100.0,2900.0,19310.0
