,date,cu_cost,oil_cost,gas_cost,wheat_cost,al_cost,cu_vol,wheat_vol,gas_vol,oil_vol,al_vol,kospi_cost,kospi_vol,kospi200_cost,kospi200_vol,kosdaq_cost,kosdaq_vol,kosdaq100_cost,kosdaq100_vol,cof_cost,bn_cost,pk_cost,cof_vol,bn_vol,pk_vol
112,2022- 05- 03,4.283,92.7,7.954,1047.0,2911.0,52690.0,,153340.0,44970.0,61370.0,2680.46,883400000.0,353.32,132700000.0,907.57,1640000000.0,1764.96,25610000.0,217.95,1630.5,99.78,14440.0,,560.0
113,2022- 05- 02,4.268,93.94,7.475,1054.38,,47300.0,,110920.0,54230.0,,2687.45,873720000.0,354.02,131470000.0,901.82,1230000000.0,1747.43,26670000.0,215.9,1645.25,99.88,14640.0,98830.0,580.0
114,2022- 04- 29,4.4085,93.33,7.244,1055.75,3052.5,49490.0,,109240.0,54160.0,36840.0,2695.05,962400.0,355.08,182270000.0,904.75,1460000000.0,1761.46,32390000.0,222.1,1685.38,100.9,14480.0,,1040.0
115,2022- 04- 28,4.4335,94.15,6.888,1085.75,3031.5,50920.0,,139570.0,62630.0,30340.0,2667.49,899170000.0,350.16,164680000.0,892.22,1550000000.0,1729.04,31550000.0,217.6,1684.75,103.97,14570.0,,290.0
116,2022- 04- 27,4.467,93.11,7.339,1091.25,3093.5,1440.0,,,41090.0,24270.0,2639.06,1070000000.0,346.21,146760000.0,896.18,1860000000.0,1735.39,38730000.0,215.55,1692.75,104.17,16140.0,119530.0,390.0
117,2022- 04- 26,4.4535,92.89,6.85,1095.0,3064.5,820.0,,41410.0,50200.0,33240.0,2668.31,889940000.0,350.67,122920000.0,911.16,1630000000.0,1775.34,26000000.0,221.15,1672.38,105.2,12530.0,,530.0
118,2022- 04- 25,4.462,91.12,6.669,1082.12,3095.0,1480.0,,32520.000000000004,54490.0,,2657.13,988350.0,348.98,139460000.0,899.84,1430000000.0,1746.79,34380000.0,220.7,1675.25,107.8,12970.0,,500.0
119,2022- 04- 22,4.5925,93.68,6.534,1065.5,3245.5,400.0,,80600.0,33490.0,,2704.71,1240000000.0,355.43,214760000.0,922.78,1380000000.0,1796.18,28200000.0,227.15,1716.0,111.85,13250.0,,710.0
120,2022- 04- 21,4.7135,95.89,6.957,1068.0,3298.0,570.0,,145260.0,40870.0,21170.0,2728.21,1000000000.0,359.02,148560000.0,929.68,1400000000.0,1816.54,30590000.0,228.1,1748.25,110.85,19220.0,,280.0
121,2022- 04- 20,4.6645,94.49,6.937,1088.0,3269.0,1070.0,,157960.0,49130.0,43640.0,2718.69,1740000000.0,357.52,148870000.0,928.93,1260000000.0,1819.87,28370000.0,219.45,1746.75,112.47,20820.0,,400.0
122,2022- 04- 19,4.7295,93.91,7.176,1099.0,3261.0,750.0,,237000.0,60060.0,32810.0,2718.89,1260000000.0,357.36,130220000.0,931.56,1300000000.0,1836.03,33490000.000000004,221.7,1716.5,114.7,22400.0,,570.0
123,2022- 04- 18,4.812,98.43,7.82,1120.5,,230.0,,191080.0,33930.0,,2693.21,1020000000.0,353.63,111000000.0,918.23,1100000000.0,1798.86,28340000.0,223.75,1714.75,116.53,15140.0,,240.0
124,2022- 04- 15,4.7205,,,1095.75,,,,,,,2696.06,693720000.0,353.84,142640000.0,924.44,1300000000.0,1818.08,29550000.0,,,,,,
125,2022- 04- 14,4.732,98.29,7.3,1096.5,3285.5,210.0,20650.0,214220.0,49840.0,27380.0,2716.71,665350000.0,357.38,159160000.0,928.01,1170000000.0,1833.58,28160000.0,223.75,1682.25,99.88,27090.0,78740.0,940.0
126,2022- 04- 13,4.7215,97.06,6.997,1113.5,3236.0,250.0,,210550.0,65870.0,31950.0,2716.49,733240000.0,359.0,177430000.0,927.31,1110000000.0,1833.55,35260000.0,225.15,1676.0,99.9,40280.0,,2340.0
127,2022- 04- 12,4.7195,94.62,6.68,1103.75,3267.0,340.0,,234250.0,71120.0,33610.0,2666.76,870970000.0,352.32,129720000.0,913.82,1140000000.0,1802.07,31960000.0,233.55,1670.25,99.62,26570.0,,2010.0
128,2022- 04- 11,4.641,90.58,6.643,1081.25,3248.0,260.0,,177960.0,70360.0,50280.0,2693.1,742600000.0,355.78,131520000.0,921.83,943670000.0,1820.74,29120000.0,236.55,1655.25,98.42,31080.0,,2090.0
129,2022- 04- 08,4.7315,92.99,6.278,1051.5,3374.5,140.0,,188340.0,44900.0,25820.0,2700.39,948360000.0,356.01,166110000.0,934.73,906470000.0,1867.4,32570000.0,231.55,1689.0,99.03,26770.0,,2100.0
130,2022- 04- 07,4.704,91.19,6.359,1020.0,3385.0,690.0,,199510.0,73860.0,41480.0,2695.86,999280000.0,355.73,193940000.0,927.95,1180000000.0,1848.82,38040000.0,226.15,1645.5,99.05,24960.0,,3920.0
131,2022- 04- 06,4.741,90.37,6.029,1041.12,3441.0,340.0,,166720.0,68820.0,34060.0,2735.03,1320000000.0,361.01,176510000.0,943.13,1410000000.0,1872.0,40520000.0,227.6,1618.75,98.75,24040.0,,4370.0
132,2022- 04- 05,4.7965,93.74,6.032,1045.25,3465.0,230.0,,158220.0,50130.0,24420.0,2759.2,1610000000.0,364.74,244230000.0,952.47,1640000000.0,1897.97,57010000.0,231.25,1631.0,97.67,16970.0,,5780.0
133,2022- 04- 04,4.7825,94.47,5.712,1010.25,3447.0,210.0,,137180.0,59740.0,30760.0,2757.9,1020000000.0,364.94,171550000.0,947.32,1090000000.0,1883.14,41810000.0,230.6,1602.25,99.45,13370.0,,7090.0
134,2022- 04- 01,4.6905,91.33,5.72,984.5,3450.0,270.0,,178520.0,66890.0,29150.0,2739.85,1310000000.0,363.19,446850000.0,940.57,1250000000.0,1871.2,51220000.0,228.45,1582.75,101.3,8840.0,,4740.0
135,2022- 03- 31,4.752,89.6,5.642,1006.0,3491.0,150.0,,159720.0,96230.0,37280.0,2757.65,1030000000.0,365.61,388610000.0,944.53,1420000000.0,1882.44,74390000.0,226.45,1618.25,101.75,9990.0,,7000.0
136,2022- 03- 30,4.7525,92.86,5.605,1027.25,3551.0,110.0,,117850.0,36950.0,24500.0,2746.74,824510.0,364.5,139980.0,939.07,1540000000.0,1876.15,42470000.0,221.9,1664.0,104.53,9810.0,,6870.0
137,2022- 03- 29,4.731,89.68,5.336,1014.25,3436.0,37960.0,,2270.0,66900.0,60300.0,2741.07,732160000.0,363.77,132700000.0,937.83,1460000000.0,1872.56,54170000.0,215.8,1643.0,106.05,7260.0,,6100.0
138,2022- 03- 28,4.7255,89.61,5.508,1057.0,3614.0,45400.0,,33910.0,52040.0,17900.0,2729.56,768040000.0,362.06,136540000.0,927.11,1370000000.0,1840.87,39980000.0,214.7,1664.25,107.58,15740.0,,6480.0
139,2022- 03- 25,4.6985,94.83,5.571,1102.25,3605.0,37050.0,,29470.0,46080.0,20850.0,2729.98,602770000.0,362.06,119070000.0,934.69,1570000000.0,1873.58,45750000.0,221.8,1710.25,107.47,5670.0,,13360.0
140,2022- 03- 24,4.7425,93.48,5.401,1085.75,3623.5,43510.0,,84230.0,41020.0,30650.0,2729.66,960900000.0,363.38,149350000.0,931.75,1380000000.0,1873.73,57370000.0,221.7,1700.75,102.78,6790.0,,6140.0
141,2022- 03- 23,4.7765,95.72,5.232,1105.75,3653.0,33270.0,,74540.0,53900.0,32580.0,2735.05,883370000.0,364.84,137430000.0,930.57,1440000000.0,1878.92,44050000.0,225.1,1718.75,102.55,7300.0,,9520.0
142,2022- 03- 22,4.7,92.69,5.187,1118.25,3504.5,38070.0,,122750.0,45610.0,32400.0,2710.0,489440000.0,361.66,120700000.0,924.67,1390000000.0,1860.12,56920000.0,224.85,1696.5,100.25,7770.0,,6450.0
143,2022- 03- 21,4.7105,93.25,4.9,1119.25,3521.0,32800.0,,75460.0,41920.0,39490.0,2686.05,502400000.0,358.77,117140000.0,918.4,1330000000.0,1854.76,41170000.0,224.65,1691.0,100.62,13990.0,,10180.0
144,2022- 03- 18,4.7395,89.2,4.863,1063.75,3381.0,39260.0,,67270.0,31680.0,27280.0,2707.02,644020000.0,362.33,155320000.0,922.96,1200000000.0,1876.19,61790000.0,220.05,1668.0,99.4,14280.0,,12480.0
145,2022- 03- 17,4.702,88.12,4.99,1098.0,3384.5,45490.0,,93840.0,54200.0,29820.0,2694.51,546080000.0,361.46,172540000.0,914.13,1460000000.0,1853.92,69950000.0,216.1,1668.5,100.35,15570.0,,13590.0
146,2022- 03- 16,4.6005,82.7,4.748,1069.25,3258.5,46020.0,,80520.0,48280.0,36070.0,2659.23,736350000.0,356.09,125090000.0,891.8,1350000000.0,1793.94,45190000.0,217.5,1649.25,102.38,19740.0,,14740.0
147,2022- 03- 15,4.513,84.13,4.568,1154.25,3277.5,47630.0,,86940.0,84310.0,63060.0,2621.53,604180000.0,351.03,149110000.0,871.22,1190000000.0,1743.12,37830000.0,211.15,1658.75,102.4,23720.0,,10090.0
148,2022- 03- 14,4.523,86.76,4.658,1099.75,3319.5,50650.0,,73960.0,64330.0,37150.0,2645.65,636320000.0,354.61,163910000.0,872.44,1150000000.0,1747.84,47580000.0,218.8,1687.25,102.2,17810.0,,16070.0
149,2022- 03- 11,4.6255,90.23,4.725,1090.0,3483.0,40580.0,,84510.0,57970.0,30790.0,2661.28,797030000.0,355.31,182550000.0,891.71,1130000000.0,1798.94,45960000.0,221.95,1690.75,102.72,14460.0,,24820.0
150,2022- 03- 10,4.6525,86.81,4.631,1073.75,3427.5,45460.0,10.0,81810.0,86580.0,53250.0,2680.32,613810000.0,358.01,212650000.0,889.08,987430000.0,1809.97,39990000.0,224.2,1700.0,100.1,23050.0,,27940.0
151,2022- 03- 09,4.5725,86.17,4.526,1199.5,3341.0,60810.0,10.0,95130.0,126780.0,69170.0,,,,,,,,,229.3,1686.5,101.15,18940.0,,27510.0
152,2022- 03- 08,4.71,96.77,4.527,1273.0,3498.0,89600.0,30.0,159170.0,110150.0,92280.0,2622.4,540370000.0,349.38,185900000.0,870.14,981990000.0,1758.26,37160000.0,232.9,1704.5,102.92,23560.0,,27010.0
153,2022- 03- 07,4.731,96.28,4.833,1425.25,3740.0,96670.0,80.0,130860.0,92220.0,83050.0,2651.31,571560000.0,353.03,193160000.0,881.54,865670000.0,1773.52,28840000.0,224.25,1674.25,100.28,21090.0,,34030.0
154,2022- 03- 04,4.9375,94.42,5.016,1348.0,3849.0,97430.0,150.0,125390.0,110570.0,76730.0,2713.43,765680000.0,361.69,237190000.0,900.96,1000000000.0,1810.48,35380000.0,224.25,1676.25,100.45,22250.0,,31920.0
155,2022- 03- 03,4.7815,87.65,4.722,1289.0,3716.5,91700.0,,137150.0,117420.0,106230.0,2747.08,614510000.0,367.06,167180000.0,912.32,1060000000.0,1849.0,38170000.0,222.9,1680.25,105.2,28230.0,,20330.0
156,2022- 03- 02,4.6655,87.31,4.762,1058.5,3569.0,79620.0,,141690.0,151290.0,68400.0,2703.52,527950000.00000006,360.59,170940000.0,895.45,1040000000.0,1805.88,27430000.0,229.2,1677.5,106.3,24430.0,,19880.0
157,2022- 03- 01,4.5965,83.68,4.573,1001.75,3478.0,69000.0,,112550.0,198450.0,68560.0,,,,,,,,,236.0,1705.5,106.2,17860.0,,19510.0
158,2022- 02- 28,4.4545,82.24,4.402,928.0,3368.5,59500.0,,107190.0,95090.0,85690.0,2699.18,613470000.0,361.54,237320000.0,881.07,1070000000.0,1778.4,27420000.0,232.9,1644.25,103.5,19170.0,,18930.0
159,2022- 02- 25,4.485,81.03,4.47,843.0,3357.5,57820.0,,114860.0,76360.0,57610.0,2676.76,664350000.0,358.44,154970000.0,872.98,1370000000.0,1760.83,35600000.0,238.65,1590.25,103.67,17190.0,,20690.0
160,2022- 02- 24,4.458,81.68,4.568,926.0,3394.5,880.0,,3540.0,169610.0,106850.0,2648.8,926400000.0,355.04,167280000.0,848.21,1680000000.0,1693.46,37080000.0,237.9,1661.5,105.53,22530.0,,23890.0
161,2022- 02- 23,4.4855,82.83,4.623,876.0,3292.5,1120.0,,47180.0,61350.0,50200.0,2719.53,537840000.0,364.44,139930000.0,877.33,1080000000.0,1753.11,25390000.0,247.55,1675.0,108.03,15050.0,,27720.0
162,2022- 02- 22,4.5145,82.11,4.498,844.25,3303.0,1430.0,,42640.0,77560.0,69130.0,2706.79,648400000.0,363.51,162880000.0,868.11,1100000000.0,1740.39,33210000.0,247.25,1635.0,112.08,14280.0,,19560.0
163,2022- 02- 21,4.4805,92.65,4.705,,3279.5,,,,,,2743.8,495300000.0,368.29,109540000.0,884.25,865990000.0,1762.79,23420000.0,,,,,,
164,2022- 02- 20,4.5205,91.62,4.579,,,,,,,,,,,,,,,,,,,,,
165,2022- 02- 18,4.524,80.74,4.431,797.0,3262.5,190.0,43500.0,73220.0,64129.99999999999,42990.0,2744.52,513520000.0,368.55,137050000.0,881.71,953400000.0,1757.85,27260000.0,246.0,1601.5,109.4,18320.0,107150.0,17620.0
166,2022- 02- 17,4.5265,79.97,4.486,798.0,3268.0,250.0,,117790.0,60620.0,39810.0,2744.09,611420000.0,369.55,209730000.0,874.22,1170000000.0,1748.35,43890000.0,250.65,1592.0,107.58,11450.0,,16550.0
167,2022- 02- 16,4.5395,80.82,4.717,780.5,3256.0,330.0,,155480.0,84270.0,55310.0,2729.68,422370000.0,367.3,108440000.0,878.15,876750000.0,1763.65,49430000.0,252.7,1587.5,105.4,25320.0,,15990.0
168,2022- 02- 15,4.5345,79.91,4.306,779.75,3208.0,210.0,,141950.0,72630.0,41550.0,2676.54,589040000.0,360.43,140830000.0,839.92,1040000000.0,1677.54,31220000.0,251.75,1551.25,104.15,24730.0,,16860.0
169,2022- 02- 14,4.507,82.7,4.195,799.25,3214.5,180.0,,121200.0,65910.0,55230.0,2704.48,616340000.0,362.98,146970000.0,852.79,889900000.0,1703.9,45020000.0,247.9,1570.0,91.62,27580.0,,1790.0
170,2022- 02- 11,4.5085,81.92,3.941,797.75,3136.5,480.0,,177370.0,98500.0,73470.0,2747.71,480520000.0,368.61,161470000.0,877.42,1030000000.0,1730.46,36580000.0,252.05,1583.0,90.5,32860.0,,2520.0
171,2022- 02- 10,4.658,80.5,3.959,771.5,3250.5,550.0,,141740.0,59590.0,64739.99999999999,2771.93,509610000.0,371.57,180490000.0,895.68,858880000.0,1770.11,41620000.0,255.25,1574.25,90.17,33170.0,,3080.0
172,2022- 02- 09,4.602,80.61,4.009,785.0,3266.0,310.0,,154600.0,58570.0,51530.0,2768.85,539120000.0,368.65,117910000.0,910.53,890470000.0,1815.99,34360000.0,258.45,1594.75,90.22,49600.0,,3750.0
173,2022- 02- 08,4.4645,79.63,4.248,778.75,3183.0,280.0,99520.0,154440.0,52620.0,77230.0,2746.47,560530000.0,363.48,133110000.0,895.27,1180000000.0,1782.63,35980000.0,249.4,1569.0,90.33,44740.0,176070.0,7240.0
174,2022- 02- 07,4.4675,81.05,4.232,768.75,3132.0,320.0,,192860.0,47410.0,45880.0,2745.06,417840000.0,362.92,135530000.0,899.4,901970000.0,1783.89,45670000.0,242.3,1581.75,87.7,18490.0,,7730.0
175,2022- 02- 04,4.49,81.04,4.572,763.25,3074.0,200.0,,152120.0,60070.0,42230.0,2750.26,536150000.0,366.34,109790000.0,902.87,1050000000.0,1805.99,37920000.0,242.45,1553.5,87.03,19460.0,,6920.0
176,2022- 02- 03,4.472,79.9,4.888,751.75,3050.0,120.0,,205840.0,58160.0,39360.0,2707.82,435710000.0,361.6,125480000.0,891.6,1080000000.0,1781.54,53360000.0,244.5,1544.25,86.45,19060.0,,7560.0
177,2022- 02- 02,4.4935,78.63,5.501,755.0,2986.0,220.0,,305900.0,59290.0,64019.99999999999,,,,,,,,,239.5,1545.25,87.35,14330.0,,8600.0
178,2022- 02- 01,4.4315,78.19,4.751,769.0,3032.5,180.0,,140790.0,40060.0,33740.0,,,,,,,,,237.3,1528.5,88.15,22040.0,,8210.0
179,2022- 01- 31,4.3265,78.3,4.874,761.25,3021.0,170.0,,156750.0,45860.0,34830.0,,,,,,,,,235.5,1490.5,88.47,15490.0,,4640.0
180,2022- 01- 28,4.3125,77.74,4.639,786.25,3082.5,460.0,,263420.0,55410.0,40850.0,2663.34,434190000.0,357.98,146980000.0,872.87,1030000000.0,1743.7,48760000.0,236.45,1470.0,87.92,10840.0,,7410.0
181,2022- 01- 27,4.4235,77.79,4.283,777.0,3098.5,69840.0,,7180.0,51590.0,36620.0,2614.49,487730000.0,348.58,158320000.0,849.23,1170000000.0,1702.2,54330000.0,232.65,1448.25,87.03,21130.0,,6600.0
182,2022- 01- 26,4.515,78.42,4.277,795.0,3094.0,62130.0,,44320.0,56680.0,30610.0,2709.24,472650000.0,360.83,109340000.0,882.09,1120000000.0,1781.19,38420000.0,239.25,1440.0,88.03,6750.0,,6050.0
183,2022- 01- 25,4.45,77.32,4.053,818.0,3092.0,54590.0,,23440.0,59340.0,45240.0,2720.39,639960000.0,362.39,142180000.0,889.44,1290000000.0,1823.43,38180000.0,238.15,1407.25,87.45,15710.0,,5650.0
184,2022- 01- 24,4.4125,76.08,4.027,800.5,3028.5,79000.0,,47100.0,44210.0,34440.0,2792.0,473990000.0,371.3,112640000.0,915.4,1040000000.0,1866.8,32700000.000000004,233.25,1403.0,86.33,23030.0,,8170.0
185,2022- 01- 21,4.524,77.47,3.999,780.0,3040.5,68200.0,,70260.0,50890.0,51530.0,2834.29,532750000.0,376.08,134240000.0,942.85,1130000000.0,1916.54,35160000.0,238.1,1414.25,86.2,12610.0,,9130.0
186,2022- 01- 20,4.5825,78.03,3.802,790.25,3111.0,73190.0,,104200.0,55810.0,81130.0,2862.68,395670000.0,380.39,114100000.0,958.7,1040000000.0,1953.08,28510000.0,243.8,1425.75,84.92,10090.0,,18130.0
187,2022- 01- 19,4.47,77.57,4.031,796.5,3050.5,61270.0,,116540.0,56970.0,46620.0,2842.28,463830000.0,378.21,126170000.0,933.9,1220000000.0,1892.75,31250000.0,244.45,1391.25,82.3,8430.0,,11550.0
188,2022- 01- 18,4.3825,77.03,4.283,769.0,3024.5,87040.0,,119450.0,65810.0,43360.0,2864.24,554040000.0,381.01,127940000.0,943.94,1070000000.0,1912.18,37400000.0,239.5,1361.25,81.6,10640.0,,13290.0
189,2022- 01- 17,4.4335,83.69,4.276,,2997.0,,,,,,2890.1,593260000.0,383.81,135820000.0,957.9,1110000000.0,1937.06,31220000.0,,,,,,
190,2022- 01- 16,4.4435,83.83,4.335,,,,,,,,,,,,,,,,,,,,,
191,2022- 01- 14,4.4205,75.84,4.262,741.5,2976.5,70020.0,44590.0,108860.0,58360.0,60360.0,2921.92,532670000.0,387.45,146050000.0,971.39,1370000000.0,1955.77,45370000.0,239.55,1356.75,80.9,8400.0,40.0,20750.0
192,2022- 01- 13,4.546,74.79,4.27,746.75,2952.0,62790.0,,221610.0,39990.0,40860.0,2962.09,604870000.0,393.0,151710000.0,983.25,1240000000.0,1997.52,56650000.0,236.95,1365.25,77.85,9290.0,420.0,25690.0
193,2022- 01- 12,4.5765,74.91,4.857,757.75,2982.5,106930.0,51640.0,217500.0,60310.0,56450.0,2972.48,519500000.0,394.66,210100000.0,991.33,1160000000.0,2030.7,37160000.0,240.65,1391.25,78.85,10540.0,290.0,23050.0
194,2022- 01- 11,4.429,74.25,4.249,770.25,2970.0,46660.0,,121620.0,63130.0,42570.0,2927.38,566170000.0,388.97,133430000.0,969.92,1280000000.0,1972.67,37820000.0,237.0,1376.75,77.85,8340.0,60.0,27280.0
195,2022- 01- 10,4.352,72.01,4.079,762.0,2931.5,45320.0,,177630.0,30200.0,1120.0,2926.72,477400000.0,387.52,139100000.0,980.38,1270000000.0,1982.85,31150000.0,234.95,1374.75,78.38,8310.0,,32540.0
196,2022- 01- 07,4.41,72.66,3.916,758.5,2914.5,46400.0,,127010.0,38640.0,47050.0,2954.89,546170000.0,390.85,114280000.0,995.16,1470000000.0,2021.47,27750000.0,238.3,1401.5,79.65,10020.0,,36380.0
197,2022- 01- 06,4.3545,72.97,3.812,746.0,2921.5,56250.0,,116580.0,60110.0,51160.0,2920.53,786040000.0,386.22,152390000.0,980.3,1460000000.0,1998.2,45290000.0,231.85,1377.25,82.95,7520.0,,23690.0
198,2022- 01- 05,4.4135,72.23,3.882,760.75,2922.0,51730.0,,96810.0,55790.0,68350.0,2953.97,787350000.0,390.39,175490000.0,1009.62,1500000000.0,2081.37,43550000.0,231.8,1384.25,82.28,6640.0,,21710.0
199,2022- 01- 04,4.475,72.11,3.717,770.0,2839.0,55940.0,,133390.0,40330.0,52870.0,2989.24,621550000.0,395.4,117160000.0,1031.66,1320000000.0,2142.38,39000000.0,231.8,1378.75,80.15,8400.0,,25480.0
200,2022- 01- 03,4.4215,71.11,3.815,758.0,,38420.0,,99070.0,22150.0,,2988.77,435820000.0,395.51,97580000.0,1037.83,1050000000.0,2179.85,46810000.0,223.3,1344.0,81.12,6460.0,,12430.0
201,2021- 12- 31,4.4635,69.83,3.73,770.75,2807.5,36980.0,,93100.0,22070.0,47530.0,,,,,,,,,226.0,1328.75,81.47,7570.0,,13870.0
202,2021- 12- 30,4.3925,71.44,3.561,779.75,2818.0,35140.0,,124670.0,14200.0,47530.0,2977.65,461040000.0,394.19,103890000.0,1033.98,907420000.0,2187.2,45160000.0,228.8,1327.75,82.7,3380.0,,10970.0
203,2021- 12- 29,4.41,71.09,4.024,787.75,2810.5,810.0,,4820.0,21370.0,74660.0,2993.29,545830000.0,396.72,169050000.0,1028.05,950940000.0,2183.61,68610000.0,228.95,1356.5,83.83,2700.0,,14800.0
204,2021- 12- 28,4.4295,70.45,4.055,783.5,,310.0,,35640.0,21170.0,,3020.24,607050000.0,401.21,169710000.0,1027.44,1290000000.0,2220.41,65970000.0,225.65,1359.25,82.62,3140.0,,13470.0
205,2021- 12- 27,4.4695,70.1,4.06,804.0,,160.0,,38910.0,20810.0,,2999.55,475360000.0,398.61,103640000.0,1011.36,1150000000.0,2155.76,39340000.0,227.1,1362.5,83.65,2410.0,,9970.0
206,2021- 12- 24,4.405,,,815.8,2837.0,,,,,,3012.43,537550000.0,400.53,102500000.0,1007.42,1240000000.0,2133.63,42070000.0,,,,,,
207,2021- 12- 23,4.3895,68.54,3.731,814.75,2846.0,280.0,36620.0,82230.0,26780.0,43450.0,2998.17,483840000.0,398.15,105280000.0,1003.31,1440000000.0,2131.44,58240000.0,231.1,1332.0,83.22,3070.0,60010.0,10640.0
208,2021- 12- 22,4.389,67.67,3.976,814.0,2824.5,400.0,,86620.0,27390.0,62530.0,2984.48,461760000.0,396.07,100310000.0,1000.13,1180000000.0,2125.45,55780000.0,233.4,1328.75,83.35,3990.0,,17570.0
209,2021- 12- 21,4.3425,67.0,3.869,799.0,2754.0,200.0,,128440.0,26270.0,39130.0,2975.03,410980000.0,393.95,106000000.0,996.6,1370000000.0,2122.21,67800000.0,228.2,1308.0,82.42,6490.0,,26850.0
210,2021- 12- 20,4.29,64.97,3.834,777.75,2671.0,330.0,,128580.0,41910.0,38220.0,2963.0,377580000.0,391.37,97270000.0,990.51,1010000000.0,2103.49,49060000.0,224.1,1292.25,79.47,21990.0,,12990.0
211,2021- 12- 17,4.2925,66.44,3.69,775.0,2724.5,160.0,,101630.0,36320.0,46100.0,3017.73,451820000.0,398.96,134700000.0,1001.26,1100000000.0,2111.24,38500000.0,234.75,1285.25,80.8,10480.0,,15350.0
212,2021- 12- 16,4.3025,68.0,3.766,770.5,2667.0,280.0,,122850.0,34400.0,66370.0,3006.41,402820000.0,397.68,94130000.0,1007.86,1340000000.0,2138.85,39430000.0,236.85,1277.25,80.35,14260.0,,11460.0
213,2021- 12- 15,4.1805,67.28,3.802,756.0,2597.0,220.0,,110310.0,38390.0,41760.0,2989.39,432870000.0,395.66,88940000.0,1003.52,1130000000.0,2126.54,46490000.0,237.3,1262.5,79.33,17260.0,,11720.0
214,2021- 12- 14,4.255,67.51,3.747,786.25,2628.5,60.0,,116830.0,37160.0,26750.0,2987.95,581570000.0,395.41,116500000.0,1002.81,1080000000.0,2118.98,40660000.0,237.15,1259.5,72.18,12350.0,,1340.0
215,2021- 12- 13,4.2815,67.96,3.794,785.5,2654.0,80.0,,162590.0,30170.0,35020.0,3001.66,375830000.0,397.27,113330000.0,1005.96,1340000000.0,2123.75,42300000.0,236.7,1244.0,72.28,15050.0,,2610.0
216,2021- 12- 10,4.285,68.26,3.925,782.0,2606.5,140.0,30.0,133280.0,29680.0,28340.0,3010.23,451600000.0,397.97,92720000.0,1011.57,1150000000.0,2149.79,39290000.0,232.6,1267.75,73.05,23390.0,,3180.0
217,2021- 12- 09,4.332,67.84,3.814,773.5,2626.5,90.0,,141110.0,34580.0,28640.0,3029.57,513440000.00000006,401.13,159050000.0,1022.87,1060000000.0,2200.47,49530000.0,240.2,1264.5,72.43,17140.0,,4750.0
218,2021- 12- 08,4.3925,68.99,3.815,791.25,2627.0,180.0,,146870.0,42630.0,21620.0,3001.8,488250000.0,397.27,140130000.0,1006.04,1070000000.0,2159.72,54340000.0,244.2,1261.0,70.83,15630.0,,4870.0
219,2021- 12- 07,4.339,68.34,3.708,799.25,2628.5,40.0,,162970.0,53790.0,25960.0,2991.72,541370000.0,396.31,157040000.0,996.64,1020000000.0,2119.04,62010000.0,243.3,1250.25,72.08,23380.0,,7510.0
220,2021- 12- 06,4.3375,66.19,3.657,797.0,2588.0,50.0,,176720.0,47760.0,34480.0,2973.25,479910000.0,392.85,124900000.0,991.87,1060000000.0,2108.27,49440000.0,249.85,1261.5,72.05,21790.0,,9030.0
221,2021- 12- 03,4.266,63.69,4.132,794.5,2623.0,300.0,100.0,124770.0,53560.0,32720.0,2968.33,486750000.0,391.96,127840000.0,998.47,1210000000.0,2134.48,43530000.0,243.35,1267.25,74.0,17780.0,,5330.0
222,2021- 12- 02,4.2995,63.43,4.056,806.5,2600.0,160.0,,145510.0,81550.0,55450.0,2945.27,534460000.00000006,389.64,150990000.0,977.43,1090000000.0,2082.57,49010000.0,236.6,1244.25,74.4,15710.0,,8160.0
223,2021- 12- 01,4.247,62.43,4.258,778.5,2664.5,120.0,480.0,171940.0,58790.0,61530.0,2899.72,563930000.0,383.13,167600000.0,977.15,1080000000.0,2109.13,48640000.0,233.25,1228.25,73.62,19030.0,105480.0,7650.0
224,2021- 11- 30,4.2805,62.5,4.567,773.75,2625.0,240.0,,171820.0,71170.0,51650.0,2839.01,983560000.0,373.24,258520000.0,965.63,1360000000.0,2115.91,79640000.0,232.3,1217.25,73.38,24690.0,,11120.0
225,2021- 11- 29,4.3415,65.88,4.854,807.5,2630.0,420.0,,172470.0,53120.0,49980.0,2909.32,844400000.0,381.63,178590000.0,992.34,1350000000.0,2151.43,60290000.0,233.0,1241.5,72.4,31190.0,,7650.0
226,2021- 11- 26,4.2875,63.98,5.447,825.5,2615.0,1590.0,,6260.0,94680.0,48350.0,2936.44,595600000.0,385.07,145770000.0,1005.89,1240000000.0,2174.94,60020000.0,242.95,1252.75,73.2,19190.0,,7670.0
227,2021- 11- 25,4.44,77.41,5.087,,2717.5,,,,,,2980.27,595970000.0,391.93,117210000.0,1015.66,1100000000.0,2172.45,41170000.0,,,,,,
228,2021- 11- 24,4.4645,71.86,5.068,836.75,2704.0,1610.0,46270.0,40860.0,27410.0,29450.0,2994.29,556640000.0,395.4,128290000.0,1020.13,1020000000.0,2191.27,57070000.0,245.4,1266.5,75.42,22240.0,72910.0,7580.0
229,2021- 11- 23,4.4235,72.03,4.967,856.0,2668.5,430.0,,47430.0,57610.0,20740.0,2997.33,524230000.0,396.44,124510000.0,1013.72,1040000000.0,2167.95,44430000.0,242.05,1273.0,74.15,25160.0,,7440.0
