,date,cu_cost,oil_cost,gas_cost,wheat_cost,al_cost,cu_vol,wheat_vol,gas_vol,oil_vol,al_vol,kospi_cost,kospi_vol,kospi200_cost,kospi200_vol,kosdaq_cost,kosdaq_vol,kosdaq100_cost,kosdaq100_vol,cof_cost,bn_cost,pk_cost,cof_vol,bn_vol,pk_vol
591,2020- 07- 08,2.824,43.77,1.824,517.5,1665.0,59180.0,80.0,187550.0,5150.0,55110.0,2158.88,677810000.0,285.97,119450000.0,765.96,1310000000.0,1640.8,87720000.0,100.0,894.75,44.05,13700.0,370.0,9280.0
592,2020- 07- 07,2.797,43.2,1.876,492.25,1634.0,62730.0,100.0,203760.0,6250.0,32250.0,2164.17,847430000.0,286.77,156130000.0,759.16,1290000000.0,1628.62,108410000.0,100.3,895.25,44.52,15950.0,290.0,4230.0
593,2020- 07- 06,2.7745,43.14,1.83,489.5,1634.5,86670.0,80.0,249490.0,3600.0,33660.0,2187.93,666900000.0,290.62,128120000.0,759.9,1140000000.0,1625.96,62610000.0,98.15,898.5,44.95,23880.0,760.0,4360.0
594,2020- 07- 03,2.699,40.28,1.746,,1614.0,,,,,,2152.41,770050000.0,285.89,100220000.0,752.18,1290000000.0,1608.03,72010000.0,,,,,,
595,2020- 07- 02,2.7485,42.98,1.734,490.0,1621.0,66230.0,290.0,142220.0,5350.0,227090.0,2135.37,1090000000.0,283.86,111370000.0,742.55,1160000000.0,1587.27,72060000.0,103.2,892.5,44.73,15020.0,790.0,2120.0
596,2020- 07- 01,2.734,42.36,1.671,498.75,1621.0,76630.0,720.0,173540.0,4570.0,260050.0,2106.7,1120000000.0,280.26,133800000.0,727.58,1180000000.0,1551.3,71700000.0,104.0,893.75,44.8,22240.0,4080.0,3370.0
597,2020- 06- 30,2.7285,41.95,1.751,490.0,1619.5,69030.0,2720.0,186910.0,3150.0,192480.0,2108.33,708600000.0,280.09,179500000.0,737.97,1640000000.0,1581.06,109030000.0,101.0,884.25,45.17,17840.0,10150.0,3290.0
598,2020- 06- 29,2.6925,42.64,1.709,485.5,1609.0,61500.0,16750.0,273250.0,4500.0,155590.0,2093.48,643160000.0,278.04,137760000.0,734.69,1350000000.0,1572.9,65629999.99999999,100.1,866.5,45.38,34150.0,37710.0,2450.0
599,2020- 06- 26,2.6715,41.81,1.495,474.0,1601.5,900.0,64060.0,7250.0,2810.0,205520.0,2134.65,761040000.0,283.38,169010000.0,750.58,1520000000.0,1609.92,79500000.0,96.65,865.0,45.27,15720.0,97230.0,6620.0
600,2020- 06- 25,2.6725,41.89,1.482,486.75,1570.0,270.0,46250.0,62680.0,3960.0,149620.0,2112.37,1020000000.0,279.73,152980000.0,750.36,1360000000.0,1606.41,75940000.0,95.8,869.25,46.92,16350.000000000002,69960.0,4400.0
601,2020- 06- 24,2.654,41.47,1.597,481.25,1576.0,310.0,22220.0,43230.0,3510.0,126810.0,2161.51,913900000.0,286.7,200570000.0,759.5,1330000000.0,1626.31,120500000.0,97.8,870.75,45.92,16040.0,90930.0,4900.0
602,2020- 06- 23,2.664,42.56,1.637,486.0,1595.0,510.0,38400.0,85190.0,3330.0,125420.0,2131.24,917570000.0,281.94,163680000.0,753.23,1580000000.0,1621.47,78750000.0,98.2,875.0,46.9,15090.0,121220.0,6960.0
603,2020- 06- 22,2.6575,42.85,1.664,485.0,1603.0,170.0,35480.0,121430.0,4940.0,129270.0,2126.73,789370000.0,281.42,139840000.0,751.64,1340000000.0,1615.72,91680000.0,98.0,876.25,46.83,12070.0,94350.0,6520.0
604,2020- 06- 19,2.621,42.28,1.669,481.25,1592.0,300.0,58290.0,123840.0,7190.0,151590.0,2141.32,1080000000.0,283.37,189130000.0,742.03,1530000000.0,1581.25,158010000.0,95.9,876.5,48.45,23140.0,87950.0,7140.0
605,2020- 06- 18,2.6015,42.09,1.638,483.5,1606.5,530.0,51880.0,124790.0,5880.0,149770.0,2133.48,767180000.0,281.91,181590000.0,737.33,1240000000.0,1576.15,132400000.0,96.75,873.0,49.9,24680.0,101430.0,8220.0
606,2020- 06- 17,2.601,42.02,1.638,488.75,1607.5,360.0,60130.0,150270.0,5190.0,168670.0,2141.05,927520000.0,283.02,337220000.0,735.4,1410000000.0,1580.24,152620000.0,98.15,871.25,49.65,22250.0,115260.0,11480.0
607,2020- 06- 16,2.577,42.76,1.614,496.0,1597.5,780.0,67270.0,167100.0,4420.0,224950.0,2138.05,973640000.0,282.59,247890000.0,735.38,1320000000.0,1579.48,153400000.0,95.6,867.0,49.65,21400.0,108920.0,19310.0
608,2020- 06- 15,2.5785,42.3,1.669,504.75,1577.0,380.0,51220.0,191890.0,3970.0,318710.0,2030.82,1070000000.0,267.95,262440000.0,693.15,1470000000.0,1474.61,105620000.0,95.9,869.0,52.27,33820.0,103930.0,13340.0
609,2020- 06- 12,2.6105,41.3,1.731,502.0,1585.0,2170.0,71170.0,148100.0,4910.0,341460.0,2132.3,689900000.0,281.78,232830000.0,746.06,1320000000.0,1586.23,101000000.0,97.0,871.25,48.05,26560.0,134400.0,700.0
610,2020- 06- 11,2.5955,41.43,1.813,499.25,1601.5,110.0,90880.0,213620.0,6170.0,324180.0,2176.78,827380000.0,288.62,275900000.0,757.06,1450000000.0,1604.77,136560000.0,97.7,866.0,47.98,28070.0,114070.0,1650.0
611,2020- 06- 10,2.6655,43.27,1.78,506.25,1627.5,120.0,77130.0,203930.0,2960.0,320330.0,2195.69,706290000.0,291.9,229070000.0,758.62,1580000000.0,1600.97,123140000.0,98.55,865.5,47.85,26040.0,117230.0,1590.0
612,2020- 06- 09,2.607,43.09,1.767,504.5,1605.5,200.0,105090.0,207730.0,1860.0,306610.0,2188.92,817080000.0,291.32,268570000.0,753.82,1530000000.0,1582.81,89850000.0,99.7,863.25,48.08,24500.0,141210.0,2170.0
613,2020- 06- 08,2.574,42.38,1.789,511.5,1605.0,610.0,89830.0,206090.0,3530.0,286960.0,2184.29,854040000.0,290.77,286660000.0,753.04,1330000000.0,1575.8,102070000.0,100.7,864.75,48.58,22940.0,117150.0,2770.0
614,2020- 06- 05,2.563,43.45,1.782,515.25,1591.5,150.0,100260.0,207230.0,10010.0,289580.0,2181.87,854590000.0,290.62,282060000.0,749.31,1130000000.0,1569.32,94200000.0,100.65,867.75,47.45,14550.0,138820.0,3040.0
615,2020- 06- 04,2.4965,42.87,1.822,523.75,1570.5,70.0,76240.0,114330.0,4420.0,220000.0,2151.18,1390000000.0,286.45,364580000.0,742.37,1310000000.0,1551.24,97050000.0,99.7,867.75,48.42,10110.0,150610.0,7650.0
616,2020- 06- 03,2.495,42.54,1.821,512.0,1568.5,50.0,70050.0,200600.0,2410.0,221950.0,2147.0,1150000000.0,285.91,476500000.0,737.66,1480000000.0,1535.65,111540000.0,100.55,857.5,48.65,12600.0,107890.0,6940.0
617,2020- 06- 02,2.4985,42.18,1.777,508.0,1547.0,30.0,76980.0,142960.0,2240.0,284860.0,2087.19,1000000000.0,276.08,251030000.0,743.58,1460000000.0,1550.27,110530000.0,99.75,850.5,52.4,11900.0,125680.0,6910.0
618,2020- 06- 01,2.478,41.89,1.774,515.25,1537.0,110.0,62140.0,205240.0,3140.0,234260.0,2065.08,997350000.0,273.19,171510000.0,735.72,1280000000.0,1536.0,90230000.0,100.0,840.5,54.6,19370.0,119170.0,5340.0
619,2020- 05- 29,2.4345,41.88,1.849,520.75,1548.0,80.0,56410.0,221370.0,4590.0,294570.0,2029.6,1090000000.0,268.32,269470000.0,713.68,1470000000.0,1476.1,57990000.0,98.15,840.75,56.85,17170.0,93470.0,5700.0
620,2020- 05- 28,2.4215,41.32,1.827,514.5,1537.0,80.0,64129.99999999999,160770.0,6740.0,251270.0,2028.54,1170000000.0,268.29,248930000.0,708.75,2100000000.0,1450.86,83950000.0,100.9,847.0,56.92,17140.0,82410.0,7600.0
621,2020- 05- 27,2.382,40.72,1.722,504.5,1525.0,73620.0,41180.0,2990.0,5870.0,354800.0,2031.2,1180000000.0,267.64,247180000.0,724.59,1570000000.0,1481.74,76890000.0,104.2,848.5,60.17,13310.0,89190.0,6530.0
622,2020- 05- 26,2.4185,41.1,1.793,506.75,1519.5,70770.0,48960.0,44870.0,5230.0,214750.0,2029.78,1020000000.0,267.31,175420000.0,729.11,1550000000.0,1495.11,96030000.0,106.65,847.0,60.5,10860.0,120910.0,6860.0
623,2020- 05- 25,2.406,33.92,1.864,504.88,,,,,,,1994.6,641460000.0,262.76,125430000.0,719.89,1600000000.0,1475.9,62160000.0,,,,,,
624,2020- 05- 24,2.397,32.9,1.863,508.12,,,,,,,,,,,,,,,,,,,,
625,2020- 05- 22,2.3865,39.95,1.731,508.75,1506.5,60700.0,59250.0,53710.0,2870.0,223090.0,1970.13,847470000.0,259.62,166030000.0,708.58,1700000000.0,1454.88,71430000.0,105.2,833.25,58.77,11320.0,95910.0,5040.0
626,2020- 05- 21,2.432,40.17,1.71,516.0,1521.0,56130.0,75220.0,99420.0,3920.0,216590.0,1998.31,601200000.0,263.74,159480000.0,716.02,1990000000.0,1470.29,92280000.0,106.3,835.0,59.35,11730.0,96030.0,8180.0
627,2020- 05- 20,2.46,40.27,1.771,513.75,1512.5,54340.0,87800.0,158340.0,8560.0,340470.0,1989.64,699450000.0,262.72,140300000.0,708.76,2070000000.0,1457.66,66690000.0,107.05,846.75,56.88,6780.0,63340.0,5810.0
628,2020- 05- 19,2.418,39.5,1.83,498.75,1492.0,59830.0,43780.0,241440.0,2890.0,277510.0,1980.61,773410000.0,261.79,253330000.0,696.36,1820000000.0,1435.95,99900000.0,108.4,842.5,56.65,6050.0,71620.0,6190.0
629,2020- 05- 18,2.404,39.7,1.783,497.0,1496.0,65069.99999999999,42220.0,224940.0,4510.0,354830.0,1937.11,761690000.0,255.44,223000000.0,690.85,1470000000.0,1424.0,92170000.0,107.75,845.0,57.65,17330.0,65170.0,9450.0
630,2020- 05- 15,2.3305,38.23,1.646,500.25,1462.0,48380.0,49770.0,169710.0,4130.0,290090.0,1927.28,866360000.0,253.79,228900000.0,691.93,1360000000.0,1438.85,97490000.0,106.85,838.5,57.88,12530.0,64519.99999999999,11610.0
631,2020- 05- 14,2.346,38.08,1.681,510.5,1475.0,53810.0,10.0,206530.0,4830.0,819110.0,1924.96,760650000.0,253.65,167640000.0,690.57,1570000000.0,1437.71,93870000.0,106.7,835.25,68.67,16570.0,50.0,240.0
632,2020- 05- 13,2.346,37.53,1.616,510.5,1480.0,43800.0,20.0,254680.0,8560.0,314460.0,1940.42,618780000.0,255.85,141250000.0,691.53,1510000000.0,1436.15,97590000.0,105.05,836.0,68.0,15480.0,40.0,710.0
633,2020- 05- 12,2.359,37.32,1.72,521.75,1477.5,48170.0,10.0,228490.0,3010.0,274520.0,1922.17,799930000.0,253.37,166800000.0,684.21,1490000000.0,1416.91,98050000.0,107.35,849.25,68.03,13930.0,60.0,460.0
634,2020- 05- 11,2.38,37.51,1.826,524.75,1497.5,59010.0,10.0,224970.0,2390.0,323420.0,1935.4,591280000.0,254.95,144300000.0,685.04,1540000000.0,1418.44,112000000.0,110.75,852.25,66.33,11530.0,160.0,1160.0
635,2020- 05- 08,2.406,38.67,1.823,529.5,,34750.0,20.0,188400.0,3490.0,,1945.82,784770000.0,256.62,125220000.0,682.3,1680000000.0,1409.39,140160000.0,111.65,848.75,67.3,15780.0,400.0,490.0
636,2020- 05- 07,2.3805,37.09,1.894,529.0,1485.0,52220.0,40.0,228870.0,6150.0,242400.0,1928.61,775660000.0,254.46,114360000.0,668.17,1740000000.0,1372.51,106130000.0,109.0,841.5,68.8,17610.0,460.0,800.0
637,2020- 05- 06,2.347,36.89,1.944,524.75,1479.5,45060.0,80.0,265470.0,4910.0,219430.0,1928.76,1080000000.0,255.0,133280000.0,658.4,1510000000.0,1358.08,80050000.0,110.6,830.5,68.1,10170.0,320.0,770.0
638,2020- 05- 05,2.3325,37.57,2.134,525.5,1484.5,38370.0,30.0,307830.0,5470.0,240300.0,,,,,,,,,110.65,838.25,66.15,13180.0,540.0,1300.0
639,2020- 05- 04,2.3125,36.69,1.993,524.25,1483.0,30430.0,40.0,187910.0,6990.0,226620.0,1895.37,1150000000.0,250.6,174040000.0,641.91,1280000000.0,1322.32,63480000.0,107.2,834.0,67.72,10690.0,680.0,1270.0
640,2020- 05- 01,2.312,36.75,1.89,521.5,1487.0,42860.0,120.0,181680.0,7060.0,167880.0,,,,,,,,,106.1,847.25,62.88,9840.0,2590.0,660.0
641,2020- 04- 30,2.344,37.83,1.949,529.75,1494.5,52270.0,890.0,169440.0,7240.0,277970.0,,,,,,,,,106.3,850.25,59.12,18580.0,5380.0,1010.0
642,2020- 04- 29,2.3705,36.71,1.869,519.5,1506.0,46810.0,5250.0,159450.0,6070.0,198350.0,1947.56,1980000000.0,258.15,184480000.0,645.18,1690000000.0,1333.11,65690000.0,105.3,831.75,56.27,14380.0,32360.0,1070.0
643,2020- 04- 28,2.348,36.6,1.794,526.75,1504.5,1190.0,9160.0,3600.0,3500.0,200210.0,1934.09,1170000000.0,256.39,172420000.0,644.93,1770000000.0,1334.09,76290000.0,107.6,826.0,55.05,11380.0,63300.0,1660.0
644,2020- 04- 27,2.3475,36.35,1.819,521.0,1507.0,560.0,12030.0,67070.0,3680.0,134360.0,1922.77,735660000.0,254.84,151360000.0,646.86,1720000000.0,1341.47,70370000.0,106.2,829.0,56.27,12510.0,60070.0,1360.0
645,2020- 04- 24,2.3375,36.57,1.746,526.75,1514.0,850.0,44700.0,77810.0,3470.0,380390.0,1889.01,933920000.0,250.28,154310000.0,632.96,1780000000.0,1314.04,81650000.0,106.75,832.25,52.52,21750.0,68400.0,1290.0
646,2020- 04- 23,2.3145,36.77,1.815,547.0,1510.0,590.0,22940.0,93520.0,4940.0,232820.0,1914.73,683720000.0,253.74,163810000.0,643.79,1660000000.0,1336.48,78840000.0,112.4,839.25,50.98,13530.0,67540.0,2060.0
647,2020- 04- 22,2.3015,37.39,1.939,543.0,1515.0,810.0,18840.0,162990.0,5750.0,150810.0,1896.15,820360000.0,251.88,184500000.0,635.16,1460000000.0,1328.54,118240000.0,112.05,834.75,47.23,12760.0,79890.0,1760.0
648,2020- 04- 21,2.249,35.8,1.821,546.75,1490.5,3150.0,18720.0,283420.0,15690.0,222720.0,1879.38,1170000000.0,249.4,257160000.00000003,628.77,2160000000.0,1312.09,177130000.0,111.5,830.75,44.27,22110.0,85890.0,1080.0
649,2020- 04- 20,2.328,38.88,1.924,548.75,1503.0,1260.0,40950.0,229820.0,7290.0,181580.0,1898.36,1090000000.0,252.14,211000000.0,637.82,1570000000.0,1326.22,209680000.0,115.25,826.5,40.6,16059.999999999998,52380.0,1350.0
650,2020- 04- 17,2.354,39.23,1.753,533.5,1507.0,280.0,23900.0,196980.0,2510.0,255680.0,1914.53,1670000000.0,255.02,287360000.0,634.79,1640000000.0,1333.01,261090000.0,117.55,832.5,37.92,22430.0,56940.0,470.0
651,2020- 04- 16,2.302,39.15,1.686,529.75,1512.5,440.0,31460.0,235590.0,4650.0,212300.0,1857.07,878340000.0,247.1,197540000.0,623.43,1370000000.0,1312.91,167630000.0,119.7,836.75,37.33,16219.999999999998,64480.00000000001,320.0
652,2020- 04- 15,2.304,39.15,1.598,540.25,1507.5,330.0,67690.0,152700.0,5080.0,245550.0,,,,,,,,,121.2,842.0,45.6,22050.0,111560.0,1810.0
653,2020- 04- 14,2.338,40.77,1.65,548.75,1503.5,520.0,53930.0,198540.0,3530.0,371080.0,1857.08,886770000.0,247.45,193120000.0,610.29,1600000000.0,1280.7,158400000.0,118.35,847.0,45.65,20860.0,102330.0,2770.0
654,2020- 04- 13,2.3125,39.96,1.724,555.0,,1120.0,53250.0,196130.0,3880.0,,1825.76,1020000000.0,243.4,195900000.0,596.71,2010000000.0,1248.09,103970000.0,120.6,854.25,44.9,17580.0,89270.0,4050.0
655,2020- 04- 10,2.27,,,558.25,,,,,,,1860.7,992550000.0,248.0,286110000.0,611.26,2000000000.0,1276.32,106110000.0,,,,,,
656,2020- 04- 09,2.268,39.28,1.733,556.5,1479.5,710.0,63610.0,202180.0,6790.0,431850.0,1836.21,920570000.0,245.61,175940000.0,615.95,1810000000.0,1283.72,88710000.0,119.75,863.5,42.8,20570.0,105520.0,2770.0
657,2020- 04- 08,2.2665,39.15,1.783,548.25,1465.5,450.0,57530.0,227400.0,7200.0,482040.0,1807.14,907490000.0,241.89,173120000.0,607.37,2360000000.0,1267.83,117100000.0,120.9,854.5,43.12,18930.0,79060.0,6540.0
658,2020- 04- 07,2.277,39.46,1.852,549.25,1477.5,300.0,67150.0,261930.0,11270.0,313660.0,1823.6,951740000.0,244.87,224450000.0,606.9,2110000000.0,1277.72,159880000.0,121.05,854.75,44.12,22140.0,86190.0,6100.0
659,2020- 04- 06,2.221,39.07,1.731,555.75,1472.0,200.0,44550.0,187960.0,5220.0,238320.0,1791.88,1220000000.0,240.81,190740000.0,597.21,1530000000.0,1272.65,124590000.0,117.9,855.5,41.12,16530.0,68720.0,9550.0
660,2020- 04- 03,2.1955,38.25,1.621,549.25,1481.5,280.0,44940.0,155160.0,6910.0,241540.0,1725.44,1000000000.0,231.7,181040000.0,573.01,1370000000.0,1223.9,125630000.0,116.5,854.25,40.23,13660.0,83590.0,9030.0
661,2020- 04- 02,2.222,38.93,1.552,541.75,1491.0,160.0,46930.0,165320.0,8470.0,291430.0,1724.86,766310000.0,231.84,181790000.0,567.7,1680000000.0,1217.63,165020000.0,120.7,858.75,44.7,15220.0,89450.0,8510.0
662,2020- 04- 01,2.179,39.07,1.587,550.25,1499.5,190.0,67310.0,143670.0,7610.0,286730.0,1685.46,1240000000.0,226.35,228580000.0,551.84,1900000000.0,1176.51,225920000.0,117.35,862.75,49.2,14610.0,91930.0,5820.0
663,2020- 03- 31,2.232,40.19,1.64,568.75,1526.0,220.0,66200.0,142550.0,6170.0,240540.0,1754.64,1040000000.0,236.82,240440000.0,569.07,1870000000.0,1232.95,177740000.0,120.35,886.0,52.2,11540.0,100920.0,7490.0
664,2020- 03- 30,2.1605,40.18,1.69,569.5,1530.5,190.0,59620.0,102310.0,7370.0,259680.0,1717.12,767780000.0,232.45,167230000.0,542.11,1430000000.0,1166.48,128280000.0,120.1,882.25,53.95,11120.0,75010.0,10160.0
665,2020- 03- 27,2.172,39.78,1.634,571.25,1545.5,54310.0,87580.0,6320.0,5210.0,283630.0,1717.73,1080000000.0,233.79,249100000.0,522.83,1980000000.0,1135.68,186340000.0,116.75,881.5,58.45,15480.0,85870.0,7700.0
666,2020- 03- 26,2.178,39.13,1.637,569.0,1536.0,60760.0,76660.0,48030.0,7650.0,198030.0,1686.24,992470000.0,229.34,290840000.0,516.61,1650000000.0,1130.3,173180000.0,124.15,880.25,62.9,14450.0,92600.0,7750.0
667,2020- 03- 25,2.204,39.71,1.659,580.0,1537.5,74580.0,97560.0,42560.0,5210.0,229790.0,1704.76,872810000.0,232.89,306110000.0,505.68,1440000000.0,1122.62,142530000.0,128.95,881.5,65.85,18600.0,101240.0,7150.0
668,2020- 03- 24,2.18,38.51,1.653,561.5,1547.5,91040.0,67260.0,92340.0,6300.0,179210.0,1609.97,679290000.0,220.34,225730000.0,480.4,1140000000.0,1080.58,131750000.0,125.4,886.75,66.42,13330.0,101830.0,9790.0
669,2020- 03- 23,2.1005,37.76,1.602,562.5,1561.0,84920.0,86810.0,138580.0,7710.0,291330.0,1482.46,647530000.0,201.87,210300000.0,443.76,1090000000.0,992.05,110570000.0,122.0,884.0,64.58,16420.0,137560.0,4060.0
670,2020- 03- 20,2.1715,36.65,1.604,539.25,1582.0,88780.0,71440.0,160480.0,6030.0,296680.0,1566.15,817020000.0,213.67,269350000.0,467.75,1240000000.0,1037.98,116960000.0,119.75,862.5,61.58,14660.0,123550.0,10710.0
671,2020- 03- 19,2.1855,38.07,1.654,535.0,1630.0,101070.0,103080.0,189480.0,8080.0,358250.0,1457.64,977670000.0,199.28,303560000.0,428.35,1650000000.0,939.4,156670000.0,112.7,843.25,61.15,23500.0,146050.0,8510.0
672,2020- 03- 18,2.151,37.13,1.604,508.25,1650.0,105930.0,68780.0,216850.0,13130.0,434180.0,1591.2,728010000.0,215.83,208040000.0,485.14,1320000000.0,1038.69,109030000.0,108.3,825.5,58.15,37650.0,131550.0,31380.0
673,2020- 03- 17,2.3135,40.7,1.729,499.25,1651.5,101650.0,65540.0,163790.0,6270.0,418760.0,1672.44,649780000.0,226.89,216730000.0,514.73,1370000000.0,1109.72,115170000.0,102.6,824.25,58.48,21260.0,124050.0,11710.0
674,2020- 03- 16,2.3925,40.86,1.815,498.0,1675.0,114110.0,78980.0,167170.0,5840.0,542380.0,1714.86,682000000.0,232.97,175050000.0,504.51,1200000000.0,1069.31,96790000.0,103.9,821.75,53.98,23650.0,162520.0,29750.0
675,2020- 03- 13,2.464,43.58,1.869,514.75,1680.5,124910.0,80.0,222420.0,7600.0,388580.0,1771.44,1040000000.0,240.65,298900000.0,524.0,1520000000.0,1103.87,130490000.0,106.75,846.75,56.38,30750.0,10.0,22410.0
676,2020- 03- 12,2.4725,44.66,1.841,508.25,1656.0,116120.0,20.0,280150.0,16800.0,334080.0,1834.33,850340000.0,247.62,242470000.0,563.49,1640000000.0,1159.12,84250000.0,108.85,855.0,60.88,31440.0,10.0,21340.0
677,2020- 03- 11,2.502,45.16,1.878,517.25,1675.0,74670.0,30.0,318550.0,9950.0,388960.0,1908.27,679720000.0,257.01,194210000.0,595.61,1570000000.0,1210.41,67069999.99999999,112.05,867.75,63.88,23620.0,230.0,25780.0
678,2020- 03- 10,2.5215,45.26,1.936,526.75,1697.0,93800.0,60.0,350200.0,11610.0,419490.0,1962.93,638560000.0,264.67,173090000.0,619.97,1430000000.0,1258.53,91730000.0,114.35,873.0,65.0,33440.0,380.0,33010.0
679,2020- 03- 09,2.5105,43.98,1.778,522.25,1687.0,120970.0,120.0,291350.0,21070.0,377880.0,1954.77,666870000.0,263.11,182670000.0,614.6,1320000000.0,1238.93,77560000.0,109.2,863.5,63.0,40020.0,220.0,35590.0
680,2020- 03- 06,2.5605,47.82,1.708,521.25,1685.0,99170.0,30.0,213510.0,17250.0,323220.0,2040.22,865590000.0,275.1,140900000.0,642.72,1110000000.0,1287.71,63790000.0,107.4,883.25,65.92,30510.0,410.0,28160.0
681,2020- 03- 05,2.573,48.73,1.772,524.25,1720.0,62320.0,110.0,152640.0,6250.0,268250.0,2085.26,675200000.0,281.38,147440000.0,650.19,1080000000.0,1301.57,64800000.0,111.35,889.0,65.38,30430.0,290.0,19020.0
682,2020- 03- 04,2.586,48.94,1.827,521.5,1726.0,58220.0,210.0,138210.0,6040.0,300240.0,2059.33,606290000.0,278.13,208460000.0,641.73,1100000000.0,1284.26,63260000.0,118.4,898.75,64.3,29220.0,660.0,20320.0
683,2020- 03- 03,2.573,48.89,1.8,528.75,1722.0,100560.0,300.0,207500.0,6440.0,294570.0,2014.15,615690000.0,271.56,146720000.0,626.82,1230000000.0,1262.41,55610000.0,122.2,893.0,63.55,51880.0,3010.0,24150.0
684,2020- 03- 02,2.595,48.67,1.756,526.25,1717.0,106890.0,670.0,197990.0,5690.0,307230.0,2002.51,528100000.0,270.37,163720000.0,627.66,1190000000.0,1271.93,65230000.00000001,115.6,890.5,62.8,50690.0,4080.0,19140.0
685,2020- 02- 28,2.54,47.75,1.684,529.0,1694.5,130450.0,2190.0,218420.0,7890.0,313520.0,1987.01,671550000.0,268.02,202610000.0,610.73,1390000000.0,1239.22,81730000.0,111.35,883.5,62.27,32460.0,11810.0,25830.0
686,2020- 02- 27,2.5715,49.1,1.752,529.25,1690.0,110450.0,20810.0,276100.0,8730.0,228870.0,2054.89,562770000.0,277.09,110500000.0,638.17,1230000000.0,1280.96,60000000.0,109.75,886.25,62.55,36000.0,67400.0,26610.0
687,2020- 02- 26,2.5735,49.36,1.821,540.25,1696.0,1250.0,19750.0,7700.0,7290.0,189030.0,2076.77,810940000.0,279.94,119550000.0,654.63,1140000000.0,1301.43,40480000.0,110.65,881.0,65.15,32990.0,86860.0,18470.0
688,2020- 02- 25,2.5805,49.75,1.847,539.0,1703.0,650.0,29430.0,70530.0,3630.0,176110.0,2103.61,1570000000.0,284.24,117030000.0,656.95,1210000000.0,1300.94,50710000.0,108.5,879.0,64.67,22680.0,56790.0,17020.0
689,2020- 02- 24,2.5815,51.18,1.827,536.25,1699.0,610.0,53340.0,75200.0,3880.0,173230.0,2079.04,948620000.0,281.02,132820000.0,639.29,1480000000.0,1257.86,59220000.0,106.9,874.25,64.62,31640.0,91250.0,20130.0
690,2020- 02- 21,2.6125,51.39,1.905,551.0,1713.5,640.0,81110.0,146810.0,3220.0,145510.0,2162.84,635470000.0,292.42,100710000.0,667.99,1430000000.0,1313.3,50880000.0,110.25,890.5,67.03,37330.0,139960.0,12020.0
691,2020- 02- 20,2.5925,51.57,1.92,560.0,1711.0,780.0,55430.0,266250.0,3390.0,144510.0,2195.5,709560000.0,296.65,90010000.0,681.66,1460000000.0,1344.7,53560000.0,104.95,892.75,66.88,32310.000000000004,99290.0,16760.0
692,2020- 02- 19,2.6105,51.55,1.955,565.25,1720.0,610.0,68270.0,269980.0,3120.0,166360.0,2210.34,591160000.0,298.33,84260000.0,684.78,1600000000.0,1356.85,58450000.0,109.0,897.25,67.58,37950.0,142100.0,25100.0
693,2020- 02- 18,2.6085,51.27,1.981,566.75,1720.0,260.0,123530.0,322720.0,2610.0,219360.0,2208.88,470420000.0,297.74,84750000.0,682.92,1780000000.0,1356.32,69250000.0,108.85,892.25,65.5,52070.0,133200.0,22220.0
694,2020- 02- 17,2.62,52.2,1.93,,1721.0,,,,,,2242.17,458250000.0,302.76,84280000.0,692.59,1520000000.0,1376.39,64269999.99999999,,,,,,
695,2020- 02- 16,2.607,52.36,1.902,545.38,,,,,,,,,,,,,,,,,,,,
696,2020- 02- 14,2.604,50.86,1.837,542.75,1722.0,310.0,63120.0,188950.0,2460.0,186700.0,2243.59,597220000.0,303.01,80530000.0,688.91,1500000000.0,1370.43,48630000.0,111.35,893.75,55.9,34280.0,130580.0,1160.0
697,2020- 02- 13,2.6175,50.74,1.826,544.25,1748.0,310.0,85050.0,280380.0,5020.0,265630.0,2232.96,638670000.0,300.93,115070000.0,687.61,1350000000.0,1376.81,65200000.0,106.7,896.25,56.0,44420.0,193430.0,1800.0
698,2020- 02- 12,2.6055,51.09,1.844,547.5,1737.0,830.0,91900.0,303310.0,3670.0,288820.0,2238.38,632460000.0,301.54,110630000.0,686.59,1330000000.0,1374.08,61270000.0,102.75,892.5,55.67,42690.0,163370.0,2510.0
699,2020- 02- 11,2.5875,51.16,1.788,542.0,1734.0,230.0,166630.0,278430.0,4710.0,365050.0,2223.12,526210000.00000006,299.28,78350000.0,682.34,1170000000.0,1369.12,38300000.0,102.55,884.75,56.12,43900.0,134300.0,2940.0
700,2020- 02- 10,2.5545,51.38,1.766,552.0,1702.0,220.0,100460.0,337230.0,4890.0,276600.0,2201.07,609570000.0,296.24,72220000.0,676.07,979100000.0,1356.77,48300000.0,102.1,884.25,56.2,41200.0,145120.0,3160.0
701,2020- 02- 07,2.557,51.23,1.858,558.75,1726.0,360.0,64890.0,272130.0,4220.0,360500.0,2211.95,800340000.0,298.21,108110000.0,672.63,1020000000.0,1345.24,57250000.0,100.5,882.0,57.1,25880.0,124920.0,5240.0
702,2020- 02- 06,2.5965,50.96,1.862,556.25,1737.0,500.0,51960.0,186210.0,5020.0,278000.0,2227.94,695220000.0,300.65,110220000.0,672.69,946330000.0,1348.1,46270000.0,100.35,881.0,57.7,35350.0,110540.0,6810.0
